date,country,daily_vaccinations_dose1,daily_vaccinations_dose2,daily_vaccinations_booster,cumulative_dose1,cumulative_dose2,cumulative_booster,total_vaccinations
2022-03-28,India,155426,61732,139670,95466321,72112815,12618067,180197203
2022-03-29,India,153166,49640,96280,95619487,72162455,12714347,180496289
2022-03-30,India,55941,43585,71570,95675428,72206040,12785917,180667385
2022-03-31,India,55132,77426,58239,95730560,72283466,12844156,180858182
2022-04-01,India,114035,112180,93103,95844595,72395646,12937259,181177500
2022-04-02,India,77756,142866,52979,95922351,72538512,12990238,181451101
2022-04-03,India,167360,93907,59383,96089711,72632419,13049621,181771751
2022-04-04,India,128127,134292,118554,96217838,72766711,13168175,182152724
2022-04-05,India,102999,179015,81897,96320837,72945726,13250072,182516635
2022-04-06,India,104702,89557,82767,96425539,73035283,13332839,182793661
2022-04-07,India,83449,154785,125646,96508988,73190068,13458485,183157541
2022-04-08,India,108003,172607,95969,96616991,73362675,13554454,183534120
2022-04-09,India,76960,99916,130035,96693951,73462591,13684489,183841031
2022-04-10,India,66950,50694,138879,96760901,73513285,13823368,184097554
2022-04-11,India,113547,54560,74608,96874448,73567845,13897976,184340269
2022-04-12,India,142465,173776,75683,97016913,73741621,13973659,184732193
2022-04-13,India,99936,41353,120744,97116849,73782974,14094403,184994226
2022-04-14,India,64068,147659,148081,97180917,73930633,14242484,185354034
2022-04-15,India,142778,143548,79769,97323695,74074181,14322253,185720129
2022-04-16,India,74368,161968,92306,97398063,74236149,14414559,186048771
2022-04-17,India,110568,111744,112329,97508631,74347893,14526888,186383412
2022-04-18,India,199201,139292,72053,97707832,74487185,14598941,186793958
2022-04-19,India,78662,78980,127461,97786494,74566165,14726402,187079061
2022-04-20,India,175562,158093,52342,97962056,74724258,14778744,187465058
2022-04-21,India,160658,154552,55459,98122714,74878810,14834203,187835727
2022-04-22,India,181430,107739,118523,98304144,74986549,14952726,188243419
2022-04-23,India,106024,94242,122263,98410168,75080791,15074989,188565948
2022-04-24,India,91222,44630,106795,98501390,75125421,15181784,188808595
2022-04-25,India,187090,101939,54984,98688480,75227360,15236768,189152608
2022-04-26,India,51817,53300,79576,98740297,75280660,15316344,189337301
2022-04-27,India,123133,119483,75450,98863430,75400143,15391794,189655367
2022-04-28,India,103936,163687,116250,98967366,75563830,15508044,190039240
2022-04-29,India,158360,128597,105723,99125726,75692427,15613767,190431920
2022-04-30,India,92527,176821,130125,99218253,75869248,15743892,190831393
2022-05-01,India,82638,66277,144839,99300891,75935525,15888731,191125147
2022-05-02,India,185919,124899,140380,99486810,76060424,16029111,191576345
2022-05-03,India,183737,102644,88413,99670547,76163068,16117524,191951139
2022-05-04,India,146621,97801,94760,99817168,76260869,16212284,192290321
2022-05-05,India,74428,165218,122397,99891596,76426087,16334681,192652364
2022-05-06,India,64466,142639,106846,99956062,76568726,16441527,192966315
2022-05-07,India,130258,56654,72437,100086320,76625380,16513964,193225664
2022-05-08,India,197866,44694,149068,100284186,76670074,16663032,193617292
2022-05-09,India,52230,115419,135589,100336416,76785493,16798621,193920530
2022-05-10,India,104414,100219,63560,100440830,76885712,16862181,194188723
2022-05-11,India,187833,89642,79698,100628663,76975354,16941879,194545896
2022-05-12,India,138818,124374,120627,100767481,77099728,17062506,194929715
2022-05-13,India,160059,158527,79621,100927540,77258255,17142127,195327922
2022-05-14,India,107331,164681,137068,101034871,77422936,17279195,195737002
2022-05-15,India,143087,106661,148954,101177958,77529597,17428149,196135704
2022-05-16,India,181490,83921,92819,101359448,77613518,17520968,196493934
2022-05-17,India,159236,136049,139356,101518684,77749567,17660324,196928575
2022-05-18,India,192483,85814,70911,101711167,77835381,17731235,197277783
2022-05-19,India,174638,153354,87190,101885805,77988735,17818425,197692965
2022-05-20,India,130632,169904,58834,102016437,78158639,17877259,198052335
2022-05-21,India,128611,47682,52338,102145048,78206321,17929597,198280966
2022-05-22,India,51613,133438,97910,102196661,78339759,18027507,198563927
2022-05-23,India,99667,117335,110926,102296328,78457094,18138433,198891855
2022-05-24,India,115444,90502,90905,102411772,78547596,18229338,199188706
2022-05-25,India,79637,140730,136474,102491409,78688326,18365812,199545547
2022-05-26,India,62698,157549,77097,102554107,78845875,18442909,199842891
2022-05-27,India,78115,152071,70874,102632222,78997946,18513783,200143951
2022-05-28,India,158461,99883,61280,102790683,79097829,18575063,200463575
2022-05-29,India,183343,84387,110233,102974026,79182216,18685296,200841538
2022-05-30,India,56533,67924,95390,103030559,79250140,18780686,201061385
2022-05-31,India,178034,69285,136690,103208593,79319425,18917376,201445394
2022-06-01,India,177033,137932,91265,103385626,79457357,19008641,201851624
2022-06-02,India,83842,99266,109279,103469468,79556623,19117920,202144011
2022-06-03,India,93180,89783,60598,103562648,79646406,19178518,202387572
2022-06-04,India,55379,86684,51904,103618027,79733090,19230422,202581539
2022-06-05,India,112289,152298,93552,103730316,79885388,19323974,202939678
2022-06-06,India,122709,96885,75570,103853025,79982273,19399544,203234842
2022-06-07,India,143080,151137,136284,103996105,80133410,19535828,203665343
2022-06-08,India,122989,171984,63114,104119094,80305394,19598942,204023430
2022-06-09,India,188426,174717,94575,104307520,80480111,19693517,204481148
2022-06-10,India,108377,139718,143103,104415897,80619829,19836620,204872346
2022-06-11,India,164535,159358,109575,104580432,80779187,19946195,205305814
2022-06-12,India,132517,93632,63833,104712949,80872819,20010028,205595796
2022-06-13,India,55342,178826,127097,104768291,81051645,20137125,205957061
2022-06-14,India,167636,89498,59802,104935927,81141143,20196927,206273997
2022-06-15,India,82041,134883,66817,105017968,81276026,20263744,206557738
2022-06-16,India,76972,174602,67279,105094940,81450628,20331023,206876591
2022-06-17,India,107784,94130,145522,105202724,81544758,20476545,207224027
2022-06-18,India,162783,66983,111521,105365507,81611741,20588066,207565314
2022-06-19,India,158832,83489,91446,105524339,81695230,20679512,207899081
2022-06-20,India,151826,139781,107049,105676165,81835011,20786561,208297737
2022-06-21,India,67535,148627,73235,105743700,81983638,20859796,208587134
2022-06-22,India,135262,85780,139378,105878962,82069418,20999174,208947554
2022-06-23,India,51249,85015,111424,105930211,82154433,21110598,209195242
2022-06-24,India,145941,153024,112864,106076152,82307457,21223462,209607071
2022-06-25,India,140954,66027,126191,106217106,82373484,21349653,209940243
2022-06-26,India,173099,73166,67502,106390205,82446650,21417155,210254010
2022-06-27,India,111603,116051,75437,106501808,82562701,21492592,210557101
2022-06-28,India,95482,170434,130239,106597290,82733135,21622831,210953256
2022-06-29,India,143139,178239,138719,106740429,82911374,21761550,211413353
2022-06-30,India,159582,48407,100022,106900011,82959781,21861572,211721364
2022-07-01,India,175393,162982,126171,107075404,83122763,21987743,212185910
2022-07-02,India,117323,151348,62518,107192727,83274111,22050261,212517099
2022-07-03,India,197180,146642,84081,107389907,83420753,22134342,212945002
2022-07-04,India,174461,166961,97004,107564368,83587714,22231346,213383428
2022-07-05,India,60866,121087,120040,107625234,83708801,22351386,213685421
2022-07-06,India,82879,62213,55136,107708113,83771014,22406522,213885649
2022-07-07,India,191998,100451,52715,107900111,83871465,22459237,214230813
2022-07-08,India,164667,69979,50003,108064778,83941444,22509240,214515462
2022-07-09,India,148697,160104,140726,108213475,84101548,22649966,214964989
2022-07-10,India,173198,114218,130730,108386673,84215766,22780696,215383135
2022-07-11,India,179799,68729,70447,108566472,84284495,22851143,215702110
2022-07-12,India,133446,68472,103665,108699918,84352967,22954808,216007693
2022-07-13,India,176701,101056,99881,108876619,84454023,23054689,216385331
2022-07-14,India,85375,138442,125162,108961994,84592465,23179851,216734310
2022-07-15,India,74708,175067,113208,109036702,84767532,23293059,217097293
2022-07-16,India,184024,150934,83135,109220726,84918466,23376194,217515386
2022-07-17,India,63710,57487,96430,109284436,84975953,23472624,217733013
2022-07-18,India,178552,98132,52433,109462988,85074085,23525057,218062130
2022-07-19,India,164323,59428,104786,109627311,85133513,23629843,218390667
2022-07-20,India,98815,148045,121836,109726126,85281558,23751679,218759363
2022-07-21,India,79877,112650,53464,109806003,85394208,23805143,219005354
2022-07-22,India,133868,154218,81558,109939871,85548426,23886701,219374998
2022-07-23,India,59037,97433,69870,109998908,85645859,23956571,219601338
2022-07-24,India,88224,40013,89625,110087132,85685872,24046196,219819200
2022-07-25,India,162063,86622,149712,110249195,85772494,24195908,220217597
2022-07-26,India,112706,136342,149774,110361901,85908836,24345682,220616419
2022-07-27,India,89292,166178,103331,110451193,86075014,24449013,220975220
2022-07-28,India,77142,47218,125933,110528335,86122232,24574946,221225513
2022-07-29,India,133470,163141,56211,110661805,86285373,24631157,221578335
2022-07-30,India,83153,124618,100942,110744958,86409991,24732099,221887048
2022-07-31,India,94955,173103,141835,110839913,86583094,24873934,222296941
2022-08-01,India,152379,158369,108747,110992292,86741463,24982681,222716436
2022-08-02,India,156224,150489,147637,111148516,86891952,25130318,223170786
2022-08-03,India,154605,107395,78212,111303121,86999347,25208530,223510998
2022-08-04,India,139155,88728,111489,111442276,87088075,25320019,223850370
2022-08-05,India,108843,85374,55049,111551119,87173449,25375068,224099636
2022-08-06,India,174855,172646,71850,111725974,87346095,25446918,224518987
2022-08-07,India,169063,70352,112811,111895037,87416447,25559729,224871213
2022-08-08,India,98713,117778,126221,111993750,87534225,25685950,225213925
2022-08-09,India,131831,55104,121427,112125581,87589329,25807377,225522287
2022-08-10,India,97023,117650,112610,112222604,87706979,25919987,225849570
2022-08-11,India,57950,157726,54493,112280554,87864705,25974480,226119739
2022-08-12,India,198162,62286,137504,112478716,87926991,26111984,226517691
2022-08-13,India,112874,171737,58477,112591590,88098728,26170461,226860779
2022-08-14,India,52783,45209,107728,112644373,88143937,26278189,227066499
2022-08-15,India,104708,81439,123184,112749081,88225376,26401373,227375830
2022-08-16,India,55184,88578,147117,112804265,88313954,26548490,227666709
2022-08-17,India,126181,80668,139480,112930446,88394622,26687970,228013038
2022-08-18,India,104497,49483,139889,113034943,88444105,26827859,228306907
2022-08-19,India,170403,81284,69055,113205346,88525389,26896914,228627649
2022-08-20,India,182084,78413,133347,113387430,88603802,27030261,229021493
2022-08-21,India,130893,125928,90328,113518323,88729730,27120589,229368642
2022-08-22,India,156292,76243,68533,113674615,88805973,27189122,229669710
2022-08-23,India,139382,131949,67171,113813997,88937922,27256293,230008212
2022-08-24,India,138227,129952,99541,113952224,89067874,27355834,230375932
2022-08-25,India,172849,163910,62820,114125073,89231784,27418654,230775511
2022-08-26,India,175628,125029,147754,114300701,89356813,27566408,231223922
2022-08-27,India,128832,166075,74926,114429533,89522888,27641334,231593755
2022-08-28,India,107367,41909,143837,114536900,89564797,27785171,231886868
2022-08-29,India,76895,111216,114302,114613795,89676013,27899473,232189281
2022-08-30,India,188862,74531,128468,114802657,89750544,28027941,232581142
2022-08-31,India,66445,57593,103858,114869102,89808137,28131799,232809038
2022-09-01,India,69586,47393,90825,114938688,89855530,28222624,233016842
2022-09-02,India,112466,112080,51351,115051154,89967610,28273975,233292739
2022-09-03,India,192092,57503,147219,115243246,90025113,28421194,233689553
2022-09-04,India,72161,98954,141267,115315407,90124067,28562461,234001935
2022-09-05,India,78296,61672,122034,115393703,90185739,28684495,234263937
2022-09-06,India,71881,150263,102968,115465584,90336002,28787463,234589049
2022-09-07,India,193092,145489,95671,115658676,90481491,28883134,235023301
2022-09-08,India,82034,54873,136916,115740710,90536364,29020050,235297124
2022-09-09,India,112677,42715,90454,115853387,90579079,29110504,235542970
2022-09-10,India,157207,134690,110217,116010594,90713769,29220721,235945084
2022-09-11,India,85543,40312,145648,116096137,90754081,29366369,236216587
2022-09-12,India,169271,95248,113647,116265408,90849329,29480016,236594753
2022-09-13,India,159420,44788,126456,116424828,90894117,29606472,236925417
2022-09-14,India,130304,77358,115958,116555132,90971475,29722430,237249037
2022-09-15,India,84547,95205,147889,116639679,91066680,29870319,237576678
2022-09-16,India,117150,143588,137509,116756829,91210268,30007828,237974925
2022-09-17,India,71419,132637,136320,116828248,91342905,30144148,238315301
2022-09-18,India,70480,65505,88285,116898728,91408410,30232433,238539571
2022-09-19,India,117544,150966,86846,117016272,91559376,30319279,238894927
2022-09-20,India,64304,133706,106303,117080576,91693082,30425582,239199240
2022-09-21,India,139174,70350,62477,117219750,91763432,30488059,239471241
2022-09-22,India,190015,111130,67034,117409765,91874562,30555093,239839420
2022-09-23,India,179845,130479,81595,117589610,92005041,30636688,240231339
2022-09-24,India,140884,103690,131370,117730494,92108731,30768058,240607283
2022-09-25,India,90420,90461,87674,117820914,92199192,30855732,240875838
2022-09-26,India,77046,125596,66887,117897960,92324788,30922619,241145367
2022-09-27,India,185796,147154,72592,118083756,92471942,30995211,241550909
2022-09-28,India,87259,169889,67797,118171015,92641831,31063008,241875854
2022-09-29,India,159745,160701,105398,118330760,92802532,31168406,242301698
2022-09-30,India,56394,80135,88149,118387154,92882667,31256555,242526376
2022-10-01,India,173116,167108,74433,118560270,93049775,31330988,242941033
2022-10-02,India,73653,102839,60765,118633923,93152614,31391753,243178290
2022-10-03,India,186576,51915,88013,118820499,93204529,31479766,243504794
2022-10-04,India,54392,160099,65148,118874891,93364628,31544914,243784433
2022-10-05,India,107927,144268,126915,118982818,93508896,31671829,244163543
2022-10-06,India,61619,147946,61489,119044437,93656842,31733318,244434597
2022-10-07,India,121079,92026,137160,119165516,93748868,31870478,244784862
2022-10-08,India,87126,71814,117013,119252642,93820682,31987491,245060815
2022-10-09,India,66739,51195,53160,119319381,93871877,32040651,245231909
2022-10-10,India,172574,72429,141049,119491955,93944306,32181700,245617961
2022-10-11,India,190921,174421,131730,119682876,94118727,32313430,246115033
2022-10-12,India,99467,71653,135352,119782343,94190380,32448782,246421505
2022-10-13,India,107828,117838,54948,119890171,94308218,32503730,246702119
2022-10-14,India,175464,79170,127052,120065635,94387388,32630782,247083805
2022-10-15,India,131276,138289,63955,120196911,94525677,32694737,247417325
2022-10-16,India,167973,50421,85027,120364884,94576098,32779764,247720746
2022-10-17,India,108959,100018,58126,120473843,94676116,32837890,247987849
2022-10-18,India,52060,136715,52423,120525903,94812831,32890313,248229047
2022-10-19,India,173744,163751,59598,120699647,94976582,32949911,248626140
2022-10-20,India,164014,175161,107855,120863661,95151743,33057766,249073170
2022-10-21,India,69075,52032,96327,120932736,95203775,33154093,249290604
2022-10-22,India,117276,119493,120048,121050012,95323268,33274141,249647421
2022-10-23,India,177413,46372,60422,121227425,95369640,33334563,249931628
2022-10-24,India,68641,43065,96636,121296066,95412705,33431199,250139970
2022-10-25,India,147769,97760,106701,121443835,95510465,33537900,250492200
2022-10-26,India,85102,98299,100676,121528937,95608764,33638576,250776277
2022-10-27,India,182068,138718,106126,121711005,95747482,33744702,251203189
2022-10-28,India,108676,91928,100073,121819681,95839410,33844775,251503866
2022-10-29,India,71321,89025,137101,121891002,95928435,33981876,251801313
2022-10-30,India,115244,100157,58688,122006246,96028592,34040564,252075402
2022-10-31,India,80010,139274,140688,122086256,96167866,34181252,252435374
2022-11-01,India,150539,94743,145455,122236795,96262609,34326707,252826111
2022-11-02,India,195171,151800,115155,122431966,96414409,34441862,253288237
2022-11-03,India,188709,67794,96977,122620675,96482203,34538839,253641717
2022-11-04,India,168514,126292,120289,122789189,96608495,34659128,254056812
2022-11-05,India,160086,82284,58863,122949275,96690779,34717991,254358045
2022-11-06,India,113381,61268,143201,123062656,96752047,34861192,254675895
2022-11-07,India,199927,55206,122624,123262583,96807253,34983816,255053652
2022-11-08,India,81148,40600,126414,123343731,96847853,35110230,255301814
2022-11-09,India,59103,113847,122746,123402834,96961700,35232976,255597510
2022-11-10,India,192804,78426,77161,123595638,97040126,35310137,255945901
